"1880","A0 HVS 80 gr 150M","roll","15","330000","0"
"1480","Duplex 250 gr / IKA / 89x120","rim-pln","11","1735000","0"
"1481","Duplex 250 gr / IKA / 89x120","lembar","11","3470","0"
"1908","Duplex 250 gr/ IKA / 65x100","Lembar","11","2850","0"
"1482","Duplex 270 gr / 79x109 PAKERIN","lembar","11","2700","0"
"1483","Duplex 310 gr / 70x100 PAKERIN","rim-pln","11","1800000","0"
"1484","Duplex 310 gr / 70x100 PAKERIN","lembar","11","4000","0"
"1485","Duplex 310 gr / 79x100 PAKERIN","rim-pln","11","0","0"
"1486","Duplex 310 gr / 79x100 PAKERIN","lembar","11","3100","0"
"1487","Duplex 310 gr / 79x109 PAKERIN","rim-pln","11","2215000","0"
"1488","Duplex 310 gr / 79x109 PAKERIN","lembar","11","4500","0"
"1489","Duplex 310 gr / 89x120 PAKERIN","rim-pln","11","1715000","0"
"1490","Duplex 310 gr / 89x120 PAKERIN","lembar","11","3450","0"
"1491","Duplex 310 gr / IKA / 79x109","rim-pln","11","2155000","0"
"1492","Duplex 310 gr / IKA / 79x109","lembar","11","4700","421"
"1493","Duplex 310 gr / IKA / 89x120","lembar","11","0","0"
"1786","Duplex 310 gr /IKA/ 70x100","Lembar","11","2550","0"
"1494","Duplex 350 gr / 70x100 PAKERIN","rim-pln","11","1950000","0"
"1495","Duplex 350 gr / 70x100 PAKERIN","lembar","11","3840","0"
"1496","Duplex 350 gr / 79x109 PAKERIN","rim-pln","11","2450000","4"
"1497","Duplex 350 gr / 79x109 PAKERIN","lembar","11","5100","0"
"1498","Duplex 350 gr / 89x120 PAKERIN","rim-pln","11","2290000","0"
"1499","Duplex 350 gr / 89x120 PAKERIN","rim-pln","11","0","0"
"1500","Duplex 350 gr / 89x120 PAKERIN","lembar","11","6100","54"
"1501","Duplex 350 gr / IKA / 70x100","lembar","11","2550","0"
"1502","Duplex 350 gr / IKA / 79x109","rim-pln","11","1550000","0"
"1503","Duplex 350 gr / IKA / 79x109","lembar","11","3200","0"
"1504","Duplex 350 gr / IKA / 89x120","rim-pln","11","0","0"
"1505","Duplex 350 gr / IKA / 89x120","lembar","11","5350","0"
"1905","Duplex 350 gr/ Suparma / 89x119,4","RIM-Plano","11","2865000","0"
"1506","Duplex 400 gr / 70x100 PAKERIN","rim-pln","11","0","0"
"1507","Duplex 400 gr / 70x100 PAKERIN","lembar","11","2920","0"
"1508","Duplex 400 gr / 79x109 PAKERIN","rim-pln","11","2760000","5"
"1509","Duplex 400 gr / 79x109 PAKERIN","lembar","11","5700","189"
"1510","Duplex 400 gr / 89x120 PAKERIN","rim-pln","11","3300000","0"
"1511","Duplex 400 gr / 89x120 PAKERIN","lembar","11","6700","0"
"1512","Duplex 400 gr / IKA / 79x109","lembar","11","4350","9"
"1513","Duplex 400 gr / IKA / 79x109","rim-pln","11","1855000","0"
"1514","Duplex 400 gr / IKA / 89x120","lembar","11","6750","0"
"1907","Duplex 400 gr / IKA / 89x120","RIM-Plano","11","3365000","0"
"1515","Duplex 450 gr / 70x100 PAKERIN","rim-pln","11","0","0"
"1516","Duplex 450 gr / 79x109 PAKERIN","rim-pln","11","0","0"
"1517","Duplex 450 gr / 79x109 PAKERIN","lembar","11","0","0"
"1518","Duplex 450 gr / 89x120 PAKERIN","rim-pln","11","0","0"
"1519","Duplex 450 gr / 89x120 PAKERIN","lembar","11","0","0"
"1520","Duplex 500 gr / 79x109 PAKERIN","rim-pln","11","0","0"
"1521","Duplex 500 gr / 79x109 PAKERIN","lembar","11","0","0"
"1522","Florida tebal ivory","rim-pln","12","2700000","0"
"1523","Florida tebal ivory","lembar","12","5800","0"
"1524","Florida tebal putih","rim-pln","12","2050000","0"
"1525","Florida tebal putih","lembar","12","4500","0"
"1526","Foopak natural white 40 gr / 75x100","rim-pln","13","460000","0"
"1527","Glory 230 gr/ 76.2x101.6","lembar","14","0","0"
"1528","Glory 230 gr/ 79x109","lembar","14","5800","97"
"1529","Glory 230 gr/ 79x109","rim-pln","14","2775000","1"
"1530","Glory 250 gr/ 79x109","lembar","14","6150","0"
"1531","Glory 250 gr/ 79x109","rim-pln","14","3075000","0"
"1903","Glory Mas  79x109","Lembar","14","12500","0"
"1901","Glory Tipis Mirungkut 80 gr 65x100","RIM-Plano","14","900000","0"
"1912","gojek","0","\N","20000","9996"
"1532","Hummer tebal putih","rim-pln","12","2250000","1"
"1533","Hummer tebal putih","lembar","12","5000","450"
"1777","HVS  58 gr/ RB / 61x86","RIM-Plano","15","230000","0"
"1797","HVS 100 gr /EXP/TJIWI K/A/ 65X100","RIM-Plano","15","495000","0"
"1538","HVS 100 gr /EXP/TJIWI K/A/ 65X100","rim-pln","15","495000","5"
"1540","HVS 100 gr / EXTRAPRINT / 65x100","lembar","15","1200","0"
"1541","HVS 100 gr / PAPERPLUS / 21.5x33","rim folio","15","57500","13"
"1542","HVS 100 gr / PAPERPLUS / 43x33","rim-DF","15","115000","1"
"1543","HVS 100 gr / PAPERPLUS / 61x86","rim-pln","15","405000","0"
"1544","HVS 100 gr / PAPERPLUS / 65x100","rim-pln","15","525000","15"
"1545","HVS 100 gr / PAPERPLUS / 65x100","lembar","15","1250","289"
"1546","HVS 100 gr / PAPERPLUS / 79x109","rim-pln","15","670000","2"
"1547","HVS 100 gr / PAPERPLUS / 79x109","lembar","15","1250","0"
"1548","HVS 58 gr / INDIGO / 21.5 x 33","rim folio","15","0","0"
"1549","HVS 58 gr / INDIGO / 43 x 33","rim-DF","15","0","0"
"1550","HVS 58 gr / INDIGO / 61x86","rim-pln","15","0","0"
"1551","HVS 58 gr / INDIGO / 65X100","rim-pln","15","0","0"
"1552","HVS 58 gr / INDIGO / A3","rim A3","15","0","0"
"1779","HVS 58 gr / RB / 65x100","rim-folio","15","275000","0"
"1554","HVS 58 gr / RB/ 43x33","rim-DF","15","65000","0"
"1776","HVS 58 gr / RB/ 65x100","RIM-Plano","15","295000","4"
"1781","HVS 58 gr/ RB / 21.5 x 33","rim-folio","15","32500","5"
"1783","HVS 58 gr/RB/43,5x100","RIM-Plano","15","208000","3"
"1849","HVS 58 gr/RIO/ 65X100","RIM-Plano","15","280000","0"
"1555","HVS 60 gr / EXTRAPRINT ","rim folio","15","0","0"
"1556","HVS 60 gr / PAPERPLUS / 21.5X33","rim folio","15","35500","3"
"1557","HVS 60 gr / PAPERPLUS / 43X33","rim-DF","15","66000","0"
"1558","HVS 60 gr / PAPERPLUS / 65X100","rim-pln","15","315000","4"
"1559","HVS 60 gr / PAPERPLUS / 79X109","rim-pln","15","360000","0"
"1838","HVS 60 gr /PAPERPLUS/  65x87","RIM-Plano","15","233000","0"
"1862","HVS 60 gr/ PAPERPLUS /61X86","RIM-Plano","15","225000","0"
"1887","HVS 60 gr/PAPERPLUS/65X90","RIM-Plano","15","275000","0"
"1888","HVS 60 gr/PAPERPLUS/21,5X29,7","RIM-A4","15","36500","1"
"1565","HVS 70 gr / INDIGO / 21.5 x 33","rim folio","15","37000","4"
"1566","HVS 70 gr / INDIGO / 61X86","rim-pln","15","247000","0"
"1567","HVS 70 gr / INDIGO / 65X100","rim-pln","15","320000","15"
"1568","HVS 70 gr / INDIGO / 65X100","lembar","15","800","115"
"1569","HVS 70 gr / INDIGO / 79X109","rim-pln","15","370000","0"
"1570","HVS 70 gr / INDIGO / A3","rim A3","15","0","0"
"1571","HVS 70 gr / INDIGO / A4","rim A4","15","0","0"
"1572","HVS 70 gr / INDIGO / df","rim-DF","15","64000","0"
"1573","HVS 70 gr / INDIGO / NBB/21.5 x 33","rim folio","15","0","0"
"1574","HVS 70 gr / INDIGO / NBB/65x100","rim-pln","15","0","0"
"1575","HVS 70 gr / PAPERPLUS / 21.5 x 29.7","rim A4","15","36500","2"
"1576","HVS 70 gr / PAPERPLUS / 21.5 x 33","rim folio","15","40000","8"
"1577","HVS 70 gr / PAPERPLUS / 43.5 x 100","rim-pln","15","225000","0"
"1578","HVS 70 gr / PAPERPLUS / 43x33","rim-DF","15","80000","2"
"1579","HVS 70 gr / PAPERPLUS / 61X86","rim-pln","15","290000","16"
"1580","HVS 70 gr / PAPERPLUS / 65X100","rim-pln","15","355000","18"
"1581","HVS 70 gr / PAPERPLUS / 65X100","lembar","15","850","460"
"1582","HVS 70 gr / PAPERPLUS / 65X90","rim-pln","15","325000","12"
"1583","HVS 70 gr / PAPERPLUS / 65X90","lembar","15","0","0"
"1584","HVS 70 gr / PAPERPLUS / 79X109","rim-pln","15","460000","14"
"1585","HVS 70 gr / PAPERPLUS / A3","rim A3","15","73000","1"
"1883","HVS 70 gr / PINDO / 65X100","RIM-Plano","15","315000","0"
"1586","HVS 70 gr / SIDU","rim folio","15","0","0"
"1916","HVS 70 gr/ INDIGO / 65x90","RIM-Plano","15","288000","0"
"1927","HVS 80 gr / PAPERPLUS /  66X86,5","RIM","15","367000","0"
"1592","HVS 80 gr / PAPERPLUS / 21.5 x 29.7","rim A4","15","42000","2"
"1593","HVS 80 gr / PAPERPLUS / 21.5 x 33","rim folio","\N","42500","18"
"1594","HVS 80 gr / PAPERPLUS / 43X33","rim-DF","\N","85000","1"
"1595","HVS 80 gr / PAPERPLUS / 61X86","rim-pln","15","330000","12"
"1596","HVS 80 gr / PAPERPLUS / 61X86","lembar","15","0","0"
"1597","HVS 80 gr / PAPERPLUS / 65X100","rim-pln","15","410000","18"
"1598","HVS 80 gr / PAPERPLUS / 65X100","lembar","15","1000","53"
"1599","HVS 80 gr / PAPERPLUS / 65X90","rim-pln","15","365000","8"
"1600","HVS 80 gr / PAPERPLUS / 65X90","lembar","15","0","0"
"1601","HVS 80 gr / PAPERPLUS / 79X109","rim-pln","15","540000","4"
"1602","HVS 80 gr / PAPERPLUS / A3","rim-A3","15","82000","0"
"1829","HVS 80 gr /PaperOne/ A3","RIM","15","84000","0"
"1857","HVS 80 gr /PAPERONE/ A4","Box","15","217500","0"
"1858","HVS 80 gr /PAPERONE/ FOLIO","Box","15","245000","0"
"1873","HVS 80 gr /PAPERPLUS/ 43,5X100","RIM-Plano","15","272000","12"
"1785","HVS 80 gr /PAPERPLUS/ 44X33","RIM-DF","15","91000","1"
"1806","HVS 80gr /PAPERPLUS/ 21,5X33","rim-folio","15","45000","9"
"1603","HVS warna 55 gr/ IK / biru","rim-pln","15","420000","0"
"1604","HVS warna 55 gr/ IK / hijau","rim-pln","15","420000","0"
"1605","HVS warna 55 gr/ IK / kuning","rim-pln","15","420000","0"
"1606","HVS warna 55 gr/ IK / merah","rim-pln","15","420000","0"
"1607","HVS warna 60 gr/ IK / biru","rim folio","15","47500","5"
"1608","HVS warna 60 gr/ IK / biru","rim-DF","15","95000","0"
"1609","HVS warna 60 gr/ IK / hijau","rim folio","15","47500","11"
"1610","HVS warna 60 gr/ IK / hijau","rim-DF","15","0","0"
"1611","HVS warna 60 gr/ IK / kuning","rim folio","15","47500","1"
"1612","HVS warna 60 gr/ IK / kuning","rim-DF","15","95000","0"
"1613","HVS warna 60 gr/ IK / merah","rim folio","15","47500","6"
"1614","HVS warna 60 gr/ IK / merah","rim-DF","15","95000","0"
"1784","HVS Warna 70 gr/ SS / Hijau 65x100","RIM-Plano","15","500000","0"
"1616","HVS warna 70 gr/PD/21,5x33/biru","rim folio","15","57000","1"
"1624","HVS warna 70 gr/PD/21,5x33/kuning","rim folio","15","57000","10"
"1628","HVS warna 70 gr/PD/21,5x33/merah","rim folio","15","57000","6"
"1620","HVS warna 70 gr/PD/21,5x33hijau","rim folio","15","57000","2"
"1617","HVS warna 70 gr/PD/43x33/biru","rim-DF","15","114000","0"
"1621","HVS warna 70 gr/PD/43x33/hijau","rim-DF","15","114000","0"
"1625","HVS warna 70 gr/PD/43x33/kuning","rim-DF","15","114000","0"
"1629","HVS warna 70 gr/PD/43x33/merah","rim-DF","15","114000","0"
"1615","HVS warna 70 gr/PD/65x100/biru","rim-pln","15","500000","1"
"1618","HVS warna 70 gr/PD/65x100/biru","rim A3","15","0","0"
"1619","HVS warna 70 gr/PD/65x100/hijau","rim-pln","15","485000","2"
"1622","HVS warna 70 gr/PD/65x100/hijau","rim A3","15","0","0"
"1623","HVS warna 70 gr/PD/65x100/kuning","rim-pln","15","485000","2"
"1626","HVS warna 70 gr/PD/65x100/kuning","rim A3","15","0","0"
"1627","HVS warna 70 gr/PD/65x100/merah","rim-pln","15","485000","2"
"1630","HVS warna 70 gr/PD/65x100/merah","rim A3","15","0","0"
"1631","Iceland tebal diamond white","rim-pln","12","2750000","0"
"1632","Iceland tebal diamond white","lembar","15","5300","38"
"1633","IVORY 210 gr - 79 x109","rim-pln","16","2175000","1"
"1634","IVORY 210 gr - 79 x109","lembar","15","4500","224"
"1635","IVORY 230 gr - 79 x109","rim-pln","16","2380000","4"
"1636","IVORY 230 gr - 79 x109","lembar","16","4950","187"
"1637","IVORY 250 gr - 79 x109","rim-pln","16","2585000","3"
"1638","IVORY 250 gr - 79 x109","lembar","16","5300","453"
"1639","IVORY 300 gr - 79 x109","rim-pln","16","3125000","2"
"1640","IVORY 300 gr - 79 x109","lembar","16","6400","74"
"1641","IVORY 350 gr - 79 x109","rim-pln","16","3625000","1"
"1642","IVORY 350 gr - 79 x109","lembar","16","7400","148"
"1643","IVORY 400 gr - 79 x109","rim-pln","16","0","0"
"1644","IVORY 400 gr - 79 x109","lembar","16","0","0"
"1773","Jasa potong","\N","\N","5000","7920"
"1645","JASMINE MILLENIUM 79 x 109 putih","lembar","12","5000","57"
"1646","JASMINE tebal 79 x 109 biru muda","rim-pln","12","1900000","1"
"1647","JASMINE tebal 79 x 109 biru muda","lembar","12","4000","64"
"1648","JASMINE tebal 79 x 109 cream","rim-pln","12","1900000","0"
"1649","JASMINE tebal 79 x 109 cream","lembar","12","4000","495"
"1650","JASMINE tebal 79 x 109 Hijau","rim-pln","12","1900000","1"
"1651","JASMINE tebal 79 x 109 Hijau","lembar","12","4000","188"
"1652","JASMINE tebal 79 x 109 merah muda","rim-pln","12","1900000","0"
"1653","JASMINE tebal 79 x 109 merah muda","lembar","12","4000","30"
"1654","JASMINE tebal 79 x 109 putih","rim-pln","12","1900000","2"
"1655","JASMINE tebal 79 x 109 putih","lembar","12","4000","200"
"1656","Java tebal putih","rim-pln","12","2050000","0"
"1657","Java tebal putih","lembar","12","4500","0"
"1658","KAIN LINEN BIRU","roll","4","200000","0"
"1659","KAIN LINEN HITAM","roll","4","175000","0"
"1660","KAIN LINEN MERAH","roll","4","233000","0"
"1661","Kalkir 100 gr  DIAMOND -65x100","lembar","17","7300","160"
"1662","Kalkir 80/85 gr  DIAMOND -65x100","lembar","17","6000","674"
"1910","Kalkir 80/85 gr  DIAMOND -65x100","RIM","17","2630000","0"
"1663","Kalkir 80x85 gr /150 mtr (A0)","roll","17","1300000","0"
"1664","Kalkir 80x85 gr /150 mtr (A1)","roll","17","880000","0"
"1665","Kalkir 90/95 gr  ","roll","17","0","0"
"1794","Karton 20 A","PACK","18","315000","0"
"1666","Karton 30 A","pak","18","325000","12"
"1667","Karton 30 A","lembar","18","11000","15"
"1668","Karton 30 gembos","pak","18","0","0"
"1669","Karton 30 gembos","lembar","18","0","0"
"1670","Karton 30 JKT(lapis) 64x75","pak","18","0","0"
"1671","Karton 30 JKT(lapis) 64x75","lembar","18","0","0"
"1672","Karton 30* - 64x75","pak","18","240000","0"
"1673","Karton 30* - 64x75","lembar","18","9300","0"
"1674","Karton 30** - 64x75","pak","18","225000","32"
"1675","Karton 30** - 64x75","lembar","18","8600","10"
"1676","Karton 40 A","pak","18","0","0"
"1677","Karton 40 A","lembar","18","0","0"
"1678","Karton 40 A- 64x75","pak","18","315000","0"
"1679","Karton 40 A- 64x75","lembar","18","10000","23"
"1680","Karton 40*","pak","18","0","0"
"1681","Karton 40*","lembar","18","0","0"
"1683","Karton tipis(u/nota) - 66x78","lembar","18","0","0"
"1682","Karton tipis(u/nota) 21,5x33","pak-Folio","18","18500","26"
"1684","Kotak kartu nama kosongan","buah","18","1000","1285"
"1877","KRAFT  LINE 337 gr 92,2x120","RIM-Plano","24","2775000","0"
"1879","KRAFT LAMINASI 325 gr 90x120","RIM-Plano","24","2575000","0"
"1878","KRAFT LINE 337 gr 92,2x120","RIM-Plano","24","2775000","0"
"1890","KRAFT LINER 275 gr 87,5x120","Lembar","24","4900","0"
"1789","LINEN HITAM 79x109","Lembar","12","5500","433"
"1688","LINEN HOLLAND TEBAL PUTIH 200gr/79X109","lembar","12","4850","0"
"1689","LINEN PINDO 230 gr - putih","rim-pln","12","2850000","2"
"1690","LINEN PINDO 230 gr - putih","lembar","12","5700","174"
"1882","LITTO ENZA 40gr 65x100","RIM-Plano","10","310000","0"
"1852","MATT PAPER 100 gr /NEVIA/  65X100","RIM-Plano","19","500000","0"
"1691","MATT PAPER 120 gr /NEVIA/ 65x100","rim-pln","19","760000","1"
"1692","MATT PAPER 120 gr /NEVIA/ 65x100","lembar","19","0","0"
"1693","MATT PAPER 150 gr /NEVIA/ 65x100","rim-pln","19","950000","0"
"1694","MATT PAPER 150 gr /NEVIA/ 65x100","lembar","19","2000","0"
"1845","MATT PAPER 85 gr /NEVIA/ 79x109","RIM-Plano","19","585000","0"
"1895","MATT PAPER 85 gr DISANTIUM 79X109","RIM-Plano","19","680000","0"
"1695","MC PAPIRUS 150 gr/61x86 - biru","rim-pln","20","330000","1"
"1696","MC PAPIRUS 150 gr/61x86 - biru","lembar","20","660","150"
"1697","MC PAPIRUS 150 gr/61x86 - hijau","rim-pln","20","330000","1"
"1698","MC PAPIRUS 150 gr/61x86 - hijau","lembar","20","0","0"
"1699","MC PAPIRUS 150 gr/61x86 - kuning","rim-pln","20","330000","0"
"1700","MC PAPIRUS 150 gr/61x86 - kuning","lembar","20","660","0"
"1701","MC PAPIRUS 150 gr/61x86 - merah","rim-pln","20","330000","2"
"1702","MC PAPIRUS 150 gr/61x86 - merah","lembar","20","660","250"
"1788","Mika Cover A3 0,12","PAK","21","135000","0"
"1703","Mika putih polos","pak","21","24000","2"
"1704","NCR / IMP /  bottom green","rim folio","22","50000","4"
"1705","NCR / IMP /  bottom yellow","rim folio","22","50000","7"
"1706","NCR / IMP /  middle green","rim folio","22","55000","10"
"1707","NCR / IMP /  middle yellow","rim folio","22","55000","7"
"1708","NCR / IMP / 65x100 - bottom blue","rim-pln","22","0","0"
"1709","NCR / IMP / 65x100 - bottom green","rim-pln","22","0","0"
"1710","NCR / IMP / 65x100 - bottom pink","rim-pln","22","0","0"
"1711","NCR / IMP / 65x100 - bottom white","rim-pln","22","0","0"
"1712","NCR / IMP / 65x100 - bottom yellow","rim-pln","22","412000","0"
"1713","NCR / IMP / 65x100 - middle blue","rim-pln","22","457000","0"
"1714","NCR / IMP / 65x100 - middle green","rim-pln","22","457000","0"
"1715","NCR / IMP / 65x100 - middle pink","rim-pln","22","457000","0"
"1716","NCR / IMP / 65x100 - middle white","rim-pln","22","0","0"
"1717","NCR / IMP / 65x100 - middle yellow","rim-pln","22","457000","0"
"1718","NCR / IMP / 65x100 - top blue","rim-pln","22","0","0"
"1719","NCR / IMP / 65x100 - top white","rim-pln","22","447000","0"
"1720","NCR / IMP / bottom blue","rim folio","22","51000","11"
"1721","NCR / IMP / bottom pink","rim folio","22","51000","9"
"1722","NCR / IMP / bottom white","rim folio","22","51000","0"
"1723","NCR / IMP / middle blue","rim folio","22","55000","6"
"1724","NCR / IMP / middle pink","rim folio","22","55000","3"
"1725","NCR / IMP / middle white","rim folio","22","55000","1"
"1726","NCR / IMP / top blue","rim folio","22","54000","2"
"1727","NCR / IMP / top white","rim folio","22","54000","2"
"1728","NCR/RB/65x100 - bottom blue","rim-pln","22","0","0"
"1729","NCR/RB/65x100 - bottom green","rim-pln","22","0","0"
"1730","NCR/RB/65x100 - bottom pink","rim-pln","22","0","0"
"1731","NCR/RB/65x100 - bottom white","rim-pln","22","477000","0"
"1732","NCR/RB/65x100 - bottom yellow","rim-pln","22","0","0"
"1733","NCR/RB/65x100 - Middle blue","rim-pln","22","0","0"
"1734","NCR/RB/65x100 - Middle green","rim-pln","22","0","0"
"1735","NCR/RB/65x100 - Middle pink","rim-pln","22","0","0"
"1736","NCR/RB/65x100 - Middle white","rim-pln","22","0","0"
"1737","NCR/RB/65x100 - Middle yellow","rim-pln","22","0","0"
"1738","NCR/RB/65x100 - top white","rim-pln","22","498000","0"
"1739","NCR/RB/bottom blue","rim folio","22","48500","16"
"1740","NCR/RB/bottom green","rim folio","22","48500","8"
"1741","NCR/RB/bottom pink","rim folio","22","48500","12"
"1742","NCR/RB/bottom white","rim folio","22","48500","10"
"1743","NCR/RB/bottom yellow","rim folio","22","48500","13"
"1744","NCR/RB/Middle blue","rim folio","22","53000","11"
"1745","NCR/RB/Middle green","rim folio","22","53000","10"
"1746","NCR/RB/Middle pink","rim folio","22","53000","1"
"1747","NCR/RB/Middle white","rim folio","22","53000","2"
"1748","NCR/RB/Middle yellow","rim folio","22","53000","5"
"1749","NCR/RB/top white","rim folio","22","54000","13"
"1750","Roti putih 35 gr","rim-pln","23","0","0"
"1751","Roti putih 40 gr - 75x100","rim-pln","23","480000","0"
"1752","SAMSON IMPORT 120 GR","rim-pln","24","0","0"
"1753","SAMSON IMPORT 120 GR","lembar","24","0","0"
"1886","SAMSON IMPORT 125 GR","Lembar","24","2750","0"
"1754","SAMSON IMPORT 130 GR","rim-pln","24","0","0"
"1755","SAMSON IMPORT 130 GR","lembar","24","0","0"
"1756","SAMSON IMPORT 140 GR","rim-pln","24","0","0"
"1757","SAMSON IMPORT 140 GR","lembar","24","3650","0"
"1909","SAMSON KRAFT ADI PRIMA 80 gr/90x120","RIM","24","660000","0"
"1685","SAMSON PURA 80 gr - 90x120","rim-pln","24","625000","2"
"1686","SAMSON PURA 80 gr - 90x120","lembar","24","1600","245"
"1917","SAMSON SUPARMA 80 GR 90X120","RIM-Plano","24","640000","0"
"1353","Stiker/CC/CAMEL/ 108x70","rim","25","2650000","3"
"1918","Stiker/CC/CAMEL/ 108x70","Lembar","25","5600","405"
"1758","Stiker/CC/CAMEL/ 54x70","rim-pln","25","1350000","0"
"1759","Stiker/CC/CAMEL/ 54x70","lembar","25","2800","28"
"1760","Stiker/CC/STAR/ 54x70","rim-pln","25","1185000","2"
"1761","Stiker/CC/STAR/ 54x70","lembar","25","2500","265"
"1762","Stiker/HVS/CAMEL/ 54x70","rim-pln","25","1125000","2"
"1763","Stiker/HVS/CAMEL/ 54x70","lembar","25","2400","246"
"1764","Swiss tebal ivory","rim-pln","12","2700000","5"
"1765","Swiss tebal ivory","lembar","12","5800","285"
"1766","Swiss tebal putih","rim-pln","12","2050000","0"
"1767","Swiss tebal putih","lembar","12","4500","0"
"1889","VINIL SUSU 106X86","Lembar","25","14100","0"
"1768","VINIL SUSU 53x86","lembar","25","7300","284"
"1795","VINIL SUSU BALIK KUNING 53x86","Lembar","25","6500","0"
"1847","VINIL SUSU BALIK PUTIH 106x86","RIM-Plano","25","5850000","0"
"1769","VINIL TRANSPARAN 49x79","lembar","25","8000","355"
